partId,摩托品牌,可改配件,配件品牌,配件型号,价格,source,sourceUrl,imageUrl,描述,fitModels
csv-part-0311,春风 500SR 2025-2026,LED转向灯,锐立普（RUILIPU）,锐立普迷你LED转向灯 流水款,81,淘宝锐立普官方店,https://mobile-phone.taobao.com/pingjia/c3499d4aff0557c1fa50b09603daaff2.html,https://aka.doubaocdn.com/s/LzhlMFqB07,锐立普迷你LED转向灯，流水效果，熏黑/透明可选，体积小不突兀，无损安装,数据未覆盖
csv-part-0312,春风 500SR 2025-2026,LED转向灯,锐立普（RUILIPU）,三角流水转向灯,93,淘宝锐立普官方店,https://mobile-phone.taobao.com/pingjia/c3499d4aff0557c1fa50b09603daaff2.html,https://aka.doubaocdn.com/s/LzhlMFqB07,锐立普三角流水款，独特三角形造型，运动风格，流水效果，熏黑外壳,数据未覆盖
csv-part-0313,春风 500SR 2025-2026,LED转向灯,锐立普（RUILIPU）,碳纤维纹转向灯,117,淘宝锐立普官方店,https://mobile-phone.taobao.com/pingjia/c3499d4aff0557c1fa50b09603daaff2.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,锐立普碳纤维纹转向灯，碳纤纹理外壳，运动质感，流水LED，亮度高,数据未覆盖
csv-part-0314,春风 500SR 2025-2026,LED转向灯,KOSO,KOSO 小无限LED序列式转向灯,336,淘宝KOSO官方代购店,https://www.webike.tw/sd/t00779813,https://aka.doubaocdn.com/s/SMcbubLQhl,中国台湾KOSO小无限LED序列式转向灯，赛道风格，体积小巧，流水序列式点亮，高品质,数据未覆盖
csv-part-0315,春风 500SR 2025-2026,LED转向灯,KOSO,刀锋LED转向灯,384,淘宝KOSO官方代购店,https://www.webike.tw/sd/t00779813,https://aka.doubaocdn.com/s/URuakukjhj,KOSO刀锋LED转向灯，刀锋造型，运动风格，高亮度LED，序列式流水效果,数据未覆盖
csv-part-0316,春风 500SR 2025-2026,LED转向灯,KOSO,圆形迷你转向灯,288,淘宝KOSO官方代购店,https://www.webike.tw/sd/t00779813,https://aka.doubaocdn.com/s/SMcbubLQhl,KOSO圆形迷你转向灯，经典圆形设计，体积小巧，高亮度LED，即插即用,数据未覆盖
csv-part-0317,春风 500SR 2025-2026,LED转向灯,飞利浦（PHILIPS）,飞利浦Ultinon Pro5000 LED转向灯,180,天猫飞利浦汽车照明旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,飞利浦LED转向灯，高亮度长寿命，即插即用，防水设计，稳定可靠,数据未覆盖
csv-part-0318,春风 500SR 2025-2026,LED转向灯,飞利浦（PHILIPS）,Ultinon Pro3000 LED转向灯,144,天猫飞利浦汽车照明旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/LzhlMFqB07,飞利浦Ultinon Pro3000，入门级LED转向灯，亮度提升明显，即插即用，性价比高,数据未覆盖
csv-part-0319,春风 500SR 2025-2026,LED转向灯,飞利浦（PHILIPS）,LED转向灯带日行灯,216,天猫飞利浦汽车照明旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,飞利浦LED转向灯带日行灯，双色一体，转向黄光+日行白光，提升日间行车安全,数据未覆盖
csv-part-0320,春风 500SR 2025-2026,发动机防摔,Evotech Performance,250SR 发动机防摔护罩,816,淘宝EP改装官方代理店,https://item.taobao.com/item.htm?id=444555666,https://aka.doubaocdn.com/s/jPfeGgsfF8,英国EP原厂，CNC铝合金，发动机左右全覆盖，摔车保护发动机壳体,数据未覆盖
csv-part-0321,春风 500SR 2025-2026,发动机防摔,Evotech Performance,车身防摔球,456,淘宝EP改装官方代理店,https://item.taobao.com/item.htm?id=444555666,https://aka.doubaocdn.com/s/wQJV2khYpv,EP车身防摔球，CNC铝合金，多种颜色可选，安装简单，倒车保护车身和发动机,数据未覆盖
csv-part-0322,春风 500SR 2025-2026,发动机防摔,Evotech Performance,水箱护网,264,淘宝EP改装官方代理店,https://item.taobao.com/item.htm?id=444555666,https://aka.doubaocdn.com/s/Ob5HrvdSCi,EP水箱护网，铝合金材质，保护水箱不受飞石撞击，无损安装，提升散热效率,数据未覆盖
csv-part-0323,春风 500SR 2025-2026,发动机防摔,GB Racing,GB Racing 发动机左右保护罩套装,1536,淘宝GB Racing官方代理店,http://m.ftxiacdn.com/item.htm?id=ynvGD7I6VpPjAWXIyV,https://aka.doubaocdn.com/s/jPfeGgsfF8,英国GB Racing发动机保护罩，左右全覆盖，摔车保护发动机壳体，赛道验证，CNC精密加工,数据未覆盖
csv-part-0324,春风 500SR 2025-2026,发动机防摔,GB Racing,脉冲线圈保护盖,576,淘宝GB Racing官方代理店,http://m.ftxiacdn.com/item.htm?id=ynvGD7I6VpPjAWXIyV,https://aka.doubaocdn.com/s/KC47rYUC4W,GB Racing脉冲线圈保护盖，摔车保护脉冲线圈，避免倒车导致电路损坏，赛道验证,数据未覆盖
csv-part-0325,春风 500SR 2025-2026,发动机防摔,GB Racing,水泵保护盖,504,淘宝GB Racing官方代理店,http://m.ftxiacdn.com/item.htm?id=ynvGD7I6VpPjAWXIyV,https://aka.doubaocdn.com/s/X4XmG5Nbfi,GB Racing水泵保护盖，摔车保护水泵壳体，避免倒车导致冷却液泄漏，精密加工,数据未覆盖
csv-part-0326,春风 500SR 2025-2026,发动机防摔,速摩（SUMO）,速摩CNC铝合金车身防摔球,216,淘宝速摩改装官方店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/u25P6HNsNI,速摩CNC铝合金车身防摔球，多种颜色可选，安装简单，倒车保护车身和发动机，性价比高,数据未覆盖
csv-part-0327,春风 500SR 2025-2026,发动机防摔,速摩（SUMO）,竞技护杠保险杠,312,淘宝速摩改装官方店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/rqhUHg5ihD,速摩竞技护杠，碳钢材质，无损安装，倒车保护发动机和车身，带防摔头，匹配度高,数据未覆盖
csv-part-0328,春风 500SR 2025-2026,发动机防摔,速摩（SUMO）,后摇臂防摔球,144,淘宝速摩改装官方店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/DKUUky5lKd,速摩后摇臂防摔球，CNC铝合金，保护后摇臂和链条，倒车防刮蹭，多种颜色可选,数据未覆盖
csv-part-0329,春风 500SR 2025-2026,发动机防摔,摩多狼（MOTOWOLF）,摩多狼摩托车防摔球保险杠套装,144,天猫摩多狼官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/DKUUky5lKd,摩多狼防摔球+护杠套装，铝合金材质，黑色/红色可选，倒车保护，安装简便，价格亲民,数据未覆盖
csv-part-0330,春风 500SR 2025-2026,发动机防摔,摩多狼（MOTOWOLF）,单独防摔球,96,天猫摩多狼官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/u25P6HNsNI,摩多狼单独防摔球，CNC铝合金，多种颜色可选，安装简单，倒车保护车身，入门首选,数据未覆盖
csv-part-0331,春风 500SR 2025-2026,发动机防摔,摩多狼（MOTOWOLF）,竞技护杠碳钢款,192,天猫摩多狼官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/rqhUHg5ihD,摩多狼竞技护杠碳钢款，高碳钢材质，强度高，无损安装，倒车保护发动机，性价比高,数据未覆盖
csv-part-0332,春风 500SR 2025-2026,发动机防摔,CFMOTO 原厂护杠,250SR 原厂竞技护杠保险杠,312,天猫CFMOTO官方旗舰店,https://www.am10.com/AodaOpKauMykXbgI3cwUjMOOa6lip5/xl,https://aka.doubaocdn.com/s/rqhUHg5ihD,春风原厂竞技护杠，碳钢材质，无损安装，倒车保护发动机和车身，带防摔头，匹配度高,数据未覆盖
csv-part-0333,春风 500SR 2025-2026,发动机防摔,CFMOTO 原厂护杠,车身防摔球,180,天猫CFMOTO官方旗舰店,https://www.am10.com/AodaOpKauMykXbgI3cwUjMOOa6lip5/xl,https://aka.doubaocdn.com/s/u25P6HNsNI,春风原厂车身防摔球，CNC铝合金，无损安装，倒车保护车身，原厂品质，匹配度高,数据未覆盖
csv-part-0334,春风 500SR 2025-2026,发动机防摔,CFMOTO 原厂护杠,水箱护网,144,天猫CFMOTO官方旗舰店,https://www.am10.com/AodaOpKauMykXbgI3cwUjMOOa6lip5/xl,https://aka.doubaocdn.com/s/Ob5HrvdSCi,春风原厂水箱护网，铝合金材质，保护水箱不受飞石撞击，无损安装，原厂匹配,数据未覆盖
csv-part-0335,春风 500SR 2025-2026,刹车系统,Brembo 布雷博,M40 对四活塞卡钳（前）,2880,淘宝Brembo官方旗舰店,https://mobile-phone.taobao.com/pingjia/UGtrRmRqZGEyMVdMb0dqV1NlK3JJdz09.html,https://aka.doubaocdn.com/s/zvQZzSHZf8,意大利Brembo M40一体式大辐射卡钳，对四活塞，制动力强劲，赛道级性能，需配合转接码,数据未覆盖
csv-part-0336,春风 500SR 2025-2026,刹车系统,Brembo 布雷博,260mm 浮动刹车盘（前）,1440,淘宝Brembo官方旗舰店,https://www.ebay.com/p/1742100936,https://aka.doubaocdn.com/s/NzXAMkMBRQ,Brembo Oro系列浮动刹车盘，260mm直径，散热好，制动稳定，减少热衰减,数据未覆盖
csv-part-0337,春风 500SR 2025-2026,刹车系统,Brembo 布雷博,HH 烧结刹车片（前）,456,淘宝Brembo官方旗舰店,https://www.webike.hk/APRILIA/ATLANTIC200/5003/mbrd/,https://aka.doubaocdn.com/s/2cmA20hIOY,Brembo HH级烧结刹车片，高温制动稳定，摩擦系数高，赛道街道两用,数据未覆盖
csv-part-0338,春风 500SR 2025-2026,刹车系统,Galfer,浮动刹车盘（前）,960,淘宝Galfer官方代理店,https://www.webike-china.cn/products/3454042.html,https://aka.doubaocdn.com/s/43oOAK66Ud,西班牙Galfer浮动刹车盘，波浪形设计，散热快，轻量化，制动线性,数据未覆盖
csv-part-0339,春风 500SR 2025-2026,刹车系统,Galfer,烧结刹车片（前）,384,淘宝Galfer官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,Galfer HH级烧结刹车片，高温稳定，摩擦系数高，耐磨寿命长,数据未覆盖
csv-part-0340,春风 500SR 2025-2026,刹车系统,Galfer,刹车钢喉（前）,336,淘宝Galfer官方代理店,https://www.webike-china.cn/bm/pl/%E6%94%B9%E8%A3%85%E9%9B%B6%E4%BB%B6/1000/p.b=268/,https://aka.doubaocdn.com/s/6VmWgUjUBd,Galfer不锈钢编织刹车钢喉，减少油管膨胀，提升刹车手感，即插即用,数据未覆盖
csv-part-0341,春风 500SR 2025-2026,刹车系统,Frando 车力屋,FCF640 对四活塞卡钳（前）,1440,淘宝Frando车力屋官方店,https://www.taobao.com/list/product/%E8%BD%A6%E5%8A%9B%E5%B1%8B%E4%B8%8B%E6%B3%B5.htm,https://aka.doubaocdn.com/s/yGTN2YKUnO,中国台湾Frando FCF640一体式对四活塞卡钳，CNC加工，制动线性，性价比高,数据未覆盖
csv-part-0342,春风 500SR 2025-2026,刹车系统,Frando 车力屋,刹车钢喉（前）,264,淘宝Frando车力屋官方店,https://www.taobao.com/list/product/%E8%BD%A6%E5%8A%9B%E5%B1%8B%E4%B8%8B%E6%B3%B5.htm,https://aka.doubaocdn.com/s/6VmWgUjUBd,Frando不锈钢编织刹车钢喉，提升刹车手感，减少膨胀，多种颜色可选,数据未覆盖
csv-part-0343,春风 500SR 2025-2026,刹车系统,Frando 车力屋,烧结刹车片（前）,312,淘宝Frando车力屋官方店,https://www.taobao.com/list/product/%E8%BD%A6%E5%8A%9B%E5%B1%8B%E4%B8%8B%E6%B3%B5.htm,https://aka.doubaocdn.com/s/NdFP34xF7m,Frando HH级烧结刹车片，高温制动稳定，摩擦系数高，适配对四卡钳,数据未覆盖
csv-part-0344,春风 500SR 2025-2026,刹车系统,Goodridge,刹车钢喉（前）,312,淘宝Goodridge官方代理店,https://maisui1.com/art-mqb5eOa6JaZ5iKZ6m2L65iY5.htm,https://aka.doubaocdn.com/s/CLnVj5ehm4,英国Goodridge不锈钢编织刹车钢喉，航空级品质，减少油管膨胀，提升刹车手感,数据未覆盖
csv-part-0345,春风 500SR 2025-2026,刹车系统,Goodridge,刹车钢喉（后）,264,淘宝Goodridge官方代理店,https://maisui1.com/art-mqb5eOa6JaZ5iKZ6m2L65iY5.htm,https://aka.doubaocdn.com/s/CLnVj5ehm4,Goodridge后刹车钢喉，不锈钢编织，提升后刹手感，即插即用，多种颜色,数据未覆盖
csv-part-0346,春风 500SR 2025-2026,刹车系统,Goodridge,全车钢喉套装,540,淘宝Goodridge官方代理店,https://maisui1.com/art-mqb5eOa6JaZ5iKZ6m2L65iY5.htm,https://aka.doubaocdn.com/s/CLnVj5ehm4,Goodridge前后刹车钢喉套装，全车替换，提升整体刹车手感，航空级编织,数据未覆盖
csv-part-0347,春风 500SR 2025-2026,刹车系统,EBC,HH 烧结刹车片（前）,336,淘宝EBC官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,英国EBC HH级金属烧结刹车片，高温制动稳定，R90认证，赛道街道两用,数据未覆盖
csv-part-0348,春风 500SR 2025-2026,刹车系统,EBC,HH 烧结刹车片（后）,264,淘宝EBC官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,EBC HH级后刹车片，金属烧结，高温稳定，摩擦系数高，耐磨寿命长,数据未覆盖
csv-part-0349,春风 500SR 2025-2026,刹车系统,EBC,前后刹车片套装,540,淘宝EBC官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,EBC前后HH级烧结刹车片套装，全车替换，高温制动稳定，性价比高,数据未覆盖
csv-part-0350,春风 500SR 2025-2026,链条牙盘,DID 日本大同,VX3 520 油封链条（黄金）,576,淘宝DID官方代理店,https://biggo.com.tw/s/did%20520vx3,https://aka.doubaocdn.com/s/LqByWkOeUr,日本DID 520VX3黄金油封链条，G&G油封，低摩擦长寿命，赛道级强度，120节,数据未覆盖
csv-part-0351,春风 500SR 2025-2026,链条牙盘,DID 日本大同,ZVM-X 520 链条（顶级）,1056,淘宝DID官方代理店,https://biggo.com.tw/s/did%20520vx3,https://aka.doubaocdn.com/s/L5TwHC7MHl,DID ZVM-X顶级链条，X-ring油封，超低摩擦，超高强度，MotoGP技术下放，120节,数据未覆盖
csv-part-0352,春风 500SR 2025-2026,链条牙盘,DID 日本大同,前后牙盘套装,816,淘宝DID官方代理店,https://biggo.com.tw/s/did%20520vx3,https://aka.doubaocdn.com/s/g3ZnpQw5A2,DID前后牙盘套装，钢制后牙盘+铝合金前小飞，轻量化，传动效率高，多种齿数可选,数据未覆盖
csv-part-0353,春风 500SR 2025-2026,链条牙盘,RK 日本,GXW 520 油封链条,504,淘宝RK官方代理店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3795518019912991105,https://aka.doubaocdn.com/s/SHZzYSVkh5,日本RK 520GXW油封链条，X-ring油封，低摩擦长寿命，多种颜色可选，120节,数据未覆盖
csv-part-0354,春风 500SR 2025-2026,链条牙盘,RK 日本,ZVX 520 链条（X-ring）,816,淘宝RK官方代理店,https://mobile-phone.taobao.com/pingjia/7a996527fd1a5405a96682272b1cd85d.html,https://aka.doubaocdn.com/s/BNRXkKWHfR,RK ZVX系列X-ring链条，顶级强度，超低摩擦，赛道级性能，多种颜色，120节,数据未覆盖
csv-part-0355,春风 500SR 2025-2026,链条牙盘,RK 日本,轻量化后牙盘,336,淘宝RK官方代理店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3795518019912991105,https://aka.doubaocdn.com/s/g3ZnpQw5A2,RK轻量化钢制后牙盘，热处理工艺，强度高耐磨，多种齿数可选，提升加速,数据未覆盖
csv-part-0356,春风 500SR 2025-2026,链条牙盘,EK 日本,SRX2 520 油封链条,456,淘宝EK官方代理店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3795518019912991105,https://aka.doubaocdn.com/s/SHZzYSVkh5,日本EK SRX2系列油封链条，Q-ring油封，低摩擦长寿命，性价比高，120节,数据未覆盖
csv-part-0357,春风 500SR 2025-2026,链条牙盘,EK 日本,MVXZ 520 链条,696,淘宝EK官方代理店,https://mobile-phone.taobao.com/pingjia/7a996527fd1a5405a96682272b1cd85d.html,https://aka.doubaocdn.com/s/BNRXkKWHfR,EK MVXZ系列X-ring链条，高强度低摩擦，赛道级性能，多种颜色可选，120节,数据未覆盖
csv-part-0358,春风 500SR 2025-2026,链条牙盘,EK 日本,QX环链条,384,淘宝EK官方代理店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3795518019912991105,https://aka.doubaocdn.com/s/SHZzYSVkh5,EK QX-ring油封链条，独特QX油封设计，低摩擦长寿命，入门级运动链条，120节,数据未覆盖
csv-part-0359,春风 500SR 2025-2026,链条牙盘,征和,X圈油封链条 520,216,天猫征和官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3795518019912991105,https://aka.doubaocdn.com/s/SHZzYSVkh5,中国征和X圈油封链条，国产精品，X-ring油封，低摩擦长寿命，性价比极高，120节,数据未覆盖
csv-part-0360,春风 500SR 2025-2026,链条牙盘,征和,加厚油封链条,264,天猫征和官方旗舰店,https://mobile-phone.taobao.com/pingjia/7a996527fd1a5405a96682272b1cd85d.html,https://aka.doubaocdn.com/s/BNRXkKWHfR,征和加厚油封链条，加强型链板，更高强度，耐磨寿命长，适合大排量，120节,数据未覆盖
csv-part-0361,春风 500SR 2025-2026,链条牙盘,征和,前后牙盘套装,336,天猫征和官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3795518019912991105,https://aka.doubaocdn.com/s/g3ZnpQw5A2,征和前后牙盘套装，钢制后牙盘+前小飞，热处理工艺，耐磨强度高，多种齿数,数据未覆盖
csv-part-0362,春风 500SR 2025-2026,链条牙盘,AFAM 西班牙,轻量化后牙盘（钢制）,456,淘宝AFAM官方代理店,https://www.webike.tw/parts/ca/1000-1150-1587/br/27,https://aka.doubaocdn.com/s/g3ZnpQw5A2,西班牙AFAM轻量化钢制后牙盘，RLK系列，镂空设计减重，热处理耐磨，多种齿数,数据未覆盖
csv-part-0363,春风 500SR 2025-2026,链条牙盘,AFAM 西班牙,前小飞轮,144,淘宝AFAM官方代理店,https://www.webike.tw/parts/ca/1000-1150-1587/br/27,https://aka.doubaocdn.com/s/sZQ8kEIc5Y,AFAM前小飞轮，钢制热处理，耐磨强度高，多种齿数可选（13-16齿），提升加速,数据未覆盖
csv-part-0364,春风 500SR 2025-2026,链条牙盘,AFAM 西班牙,链条牙盘套装,696,淘宝AFAM官方代理店,https://www.webike.tw/parts/ca/1000-1150-1587/br/27,https://aka.doubaocdn.com/s/g3ZnpQw5A2,AFAM链条牙盘套装，轻量化后牙盘+前小飞+DID/RK链条，全车传动升级，性价比高,数据未覆盖
csv-part-0367,春风 675SR 2024-2026,全段排气,天蝎,CF250SR 全段钛合金排气,5350,淘宝天蝎官方旗舰店,https://item.taobao.com/item.htm?id=123456789012,https://aka.doubaocdn.com/s/1WwCNzuQs5,钛合金全段，带碳纤维尾盖，减重2.3kg，需配合ECU调校,数据未覆盖
csv-part-0368,春风 675SR 2024-2026,全段排气,天蝎,尾段碳纤维排气,3350,淘宝天蝎官方旗舰店,https://item.taobao.com/item.htm?id=123456789012,https://aka.doubaocdn.com/s/JIoyXgjJXi,天蝎碳纤维尾段，轻量化，高亢声浪，保留原厂前段直接安装,数据未覆盖
csv-part-0369,春风 675SR 2024-2026,全段排气,天蝎,全段不锈钢排气,4100,淘宝天蝎官方旗舰店,https://item.taobao.com/item.htm?id=123456789012,https://aka.doubaocdn.com/s/VP1oK9V43N,天蝎不锈钢全段，耐用抗腐蚀，声浪浑厚，性价比高于钛合金版,数据未覆盖
csv-part-0370,春风 675SR 2024-2026,全段排气,Yoshimura 吉村,R77 大四角全段排气,1600,淘宝吉村排气改装店,https://s.1688.com/kq/-C4A6CDD0B3B5C5C5C6F8B9DCC5C5C6F8B9DC.html,https://aka.doubaocdn.com/s/1WwCNzuQs5,日本吉村R77大四角，碳纤维尾盖，浑厚低音，无损安装，带DB Killer,数据未覆盖
csv-part-0371,春风 675SR 2024-2026,全段排气,Yoshimura 吉村,Alpha T 全段排气,1975,淘宝吉村排气改装店,https://s.1688.com/kq/-C4A6CDD0B3B5C5C5C6F8B9DCC5C5C6F8B9DC.html,https://aka.doubaocdn.com/s/DxNzU3PFrL,吉村Alpha T全段，椭圆碳纤维尾嘴，造型独特，声浪低沉有力,数据未覆盖
csv-part-0372,春风 675SR 2024-2026,全段排气,Yoshimura 吉村,R77 尾段排气,850,淘宝吉村排气改装店,https://s.1688.com/kq/-C4A6CDD0B3B5C5C5C6F8B9DCC5C5C6F8B9DC.html,https://aka.doubaocdn.com/s/bXZXKZADhu,吉村R77尾段，大四角造型，碳纤维/不锈钢可选，直接替换原厂尾段,数据未覆盖
csv-part-0373,春风 675SR 2024-2026,全段排气,IXIL 亿西尔,OVS6 全段排气,2803,淘宝亿西尔IXIL官方店,https://www.am10.com/16q5oWY5UCr5S6o5UCb5-WK6-qL5/zl,https://aka.doubaocdn.com/s/8coC2opMuN,西班牙IXIL OVS6赛车级全段，双出设计，低扭提升明显，带消音塞,数据未覆盖
csv-part-0374,春风 675SR 2024-2026,全段排气,IXIL 亿西尔,X55 全段排气,2475,淘宝亿西尔IXIL官方店,https://www.am10.com/16q5oWY5UCr5S6o5UCb5-WK6-qL5/zl,https://aka.doubaocdn.com/s/r6Jolcpe8s,IXIL X55全段，单出椭圆尾嘴，高转表现优异，声浪高亢，性价比高,数据未覆盖
csv-part-0375,春风 675SR 2024-2026,全段排气,IXIL 亿西尔,OVS6 尾段排气,1600,淘宝亿西尔IXIL官方店,https://www.am10.com/16q5oWY5UCr5S6o5UCb5-WK6-qL5/zl,https://aka.doubaocdn.com/s/r6Jolcpe8s,IXIL OVS6尾段，双出设计，低扭提升，带消音塞，保留原厂前段,数据未覆盖
csv-part-0376,春风 675SR 2024-2026,全段排气,VANHOOL 万虎,钛合金全段底排,4060,淘宝万虎VANHOOL官方店,https://pcdetail.taobao.com/NWpjaDRka2c2Q3NQWjN4cjdtVU52QT09.html,https://aka.doubaocdn.com/s/tgJJn0th3f,中国台湾万虎，钛合金全段底排，音浪低沉比赛级，减重明显,数据未覆盖
csv-part-0377,春风 675SR 2024-2026,全段排气,VANHOOL 万虎,不锈钢全段排气,2725,淘宝万虎VANHOOL官方店,https://pcdetail.taobao.com/NWpjaDRka2c2Q3NQWjN4cjdtVU52QT09.html,https://aka.doubaocdn.com/s/dGhhLM3N9h,万虎不锈钢全段，耐用抗腐蚀，低沉回压声浪，价格低于钛合金版,数据未覆盖
csv-part-0378,春风 675SR 2024-2026,全段排气,VANHOOL 万虎,钛合金尾段排气,2100,淘宝万虎VANHOOL官方店,https://pcdetail.taobao.com/NWpjaDRka2c2Q3NQWjN4cjdtVU52QT09.html,https://aka.doubaocdn.com/s/dGhhLM3N9h,万虎钛合金尾段，低沉回压不炸街，轻量化，保留原厂前段直接安装,数据未覆盖
csv-part-0379,春风 675SR 2024-2026,全段排气,MIVV 恶魔管,小魔鬼短款全段排气,1112,淘宝MIVV恶魔管改装店,https://www.rakuten.com.tw/shop/mingguyatw/product/qycopmql2/,https://aka.doubaocdn.com/s/pY9aAGUVKC,意大利MIVV恶魔管造型，小魔鬼短款全黑色，炸街声浪，带消音塞,数据未覆盖
csv-part-0380,春风 675SR 2024-2026,全段排气,MIVV 恶魔管,小魔鬼长款全段排气,1187,淘宝MIVV恶魔管改装店,https://www.rakuten.com.tw/shop/mingguyatw/product/qycopmql2/,https://aka.doubaocdn.com/s/WMAMNeWJwB,MIVV小魔鬼长款，银色仿碳头，造型更战斗，声浪比短款更浑厚,数据未覆盖
csv-part-0381,春风 675SR 2024-2026,全段排气,MIVV 恶魔管,Speed Edge 尾段排气,975,淘宝MIVV恶魔管改装店,https://www.rakuten.com.tw/shop/mingguyatw/product/qycopmql2/,https://aka.doubaocdn.com/s/UMnXRgSOPW,MIVV Speed Edge尾段，菱形尾嘴，运动风格，低扭提升，带消音塞,数据未覆盖
csv-part-0382,春风 675SR 2024-2026,尾端排气,吉村尾段（R77/Alpha）,R77 大四角尾段,850,淘宝吉村排气改装店,https://s.1688.com/kq/-C4A6CDD0B3B5C5C5C6F8B9DCC5C5C6F8B9DC.html,https://aka.doubaocdn.com/s/bXZXKZADhu,吉村R77大四角尾段，碳纤维/不锈钢可选，浑厚低音，直接替换原厂尾段,数据未覆盖
csv-part-0383,春风 675SR 2024-2026,尾端排气,吉村尾段（R77/Alpha）,Alpha 碳纤维尾段,1100,淘宝吉村排气改装店,https://s.1688.com/kq/-C4A6CDD0B3B5C5C5C6F8B9DCC5C5C6F8B9DC.html,https://aka.doubaocdn.com/s/DxNzU3PFrL,吉村Alpha碳纤维尾段，椭圆造型，轻量化，声浪低沉有力，颜值高,数据未覆盖
csv-part-0384,春风 675SR 2024-2026,尾端排气,吉村尾段（R77/Alpha）,Triton 尾段排气,975,淘宝吉村排气改装店,https://s.1688.com/kq/-C4A6CDD0B3B5C5C5C6F8B9DCC5C5C6F8B9DC.html,https://aka.doubaocdn.com/s/Wjqq7ACdU1,吉村Triton尾段，锥形不锈钢尾嘴，赛道风格，高转声浪高亢,数据未覆盖
csv-part-0385,春风 675SR 2024-2026,尾端排气,IXIL 亿西尔尾段,OVS6 尾段排气,1600,淘宝亿西尔IXIL官方店,https://www.am10.com/16q5oWY5UCr5S6o5UCb5-WK6-qL5/zl,https://aka.doubaocdn.com/s/r6Jolcpe8s,西班牙IXIL OVS6尾段，双出设计，低扭提升，带消音塞，保留原厂前段,数据未覆盖
csv-part-0386,春风 675SR 2024-2026,尾端排气,IXIL 亿西尔尾段,X55 尾段排气,1350,淘宝亿西尔IXIL官方店,https://www.am10.com/16q5oWY5UCr5S6o5UCb5-WK6-qL5/zl,https://aka.doubaocdn.com/s/8coC2opMuN,IXIL X55尾段，单出椭圆尾嘴，高转表现优异，声浪高亢，性价比高,数据未覆盖
csv-part-0387,春风 675SR 2024-2026,尾端排气,IXIL 亿西尔尾段,双出尾段排气,1725,淘宝亿西尔IXIL官方店,https://www.am10.com/16q5oWY5UCr5S6o5UCb5-WK6-qL5/zl,https://aka.doubaocdn.com/s/d0wcGacY8U,IXIL双出尾段，左右对称设计，外观更战斗，声浪更浑厚，带双消音塞,数据未覆盖
csv-part-0388,春风 675SR 2024-2026,尾端排气,SC 尾段,SC Project 圆筒尾段 51mm,437,京东SC排气官方店,https://m.jd.com/jiage/672872778c0ba3f6ea9d.html,https://aka.doubaocdn.com/s/nkvgAxmldK,SC Project圆筒尾段，51mm接口，黑色/钛色可选，炸街声浪，带DB Killer,数据未覆盖
csv-part-0389,春风 675SR 2024-2026,尾端排气,SC 尾段,SC Project 三角尾段,525,京东SC排气官方店,https://m.jd.com/jiage/672872778c0ba3f6ea9d.html,https://aka.doubaocdn.com/s/tQ9h2AwlU6,SC Project三角尾段，独特三角形尾嘴，赛道风格，声浪高亢炸裂,数据未覆盖
